Date,P/E,P/B,Div Yield
2-Jan-17,22.08,3.1,1.35
3-Jan-17,22.12,3.11,1.35
4-Jan-17,21.94,3.11,1.35
5-Jan-17,22.17,3.14,1.33
6-Jan-17,22.09,3.13,1.34
9-Jan-17,22.07,3.12,1.34
10-Jan-17,22.39,3.14,1.33
11-Jan-17,22.42,3.18,1.32
12-Jan-17,22.5,3.19,1.31
13-Jan-17,22.47,3.18,1.31
16-Jan-17,22.5,3.19,1.31
17-Jan-17,22.4,3.18,1.32
18-Jan-17,22.39,3.19,1.31
19-Jan-17,22.44,3.2,1.31
20-Jan-17,22.37,3.17,1.32
23-Jan-17,22.48,3.18,1.32
24-Jan-17,22.64,3.21,1.3
25-Jan-17,22.98,3.26,1.28
27-Jan-17,23,3.28,1.28
30-Jan-17,22.98,3.27,1.28
31-Jan-17,22.86,3.25,1.29
1-Feb-17,23.27,3.3,1.27
2-Feb-17,23.38,3.31,1.26
3-Feb-17,23.29,3.31,1.26
6-Feb-17,23.43,3.34,1.25
7-Feb-17,23.31,3.32,1.26
8-Feb-17,23.28,3.32,1.26
9-Feb-17,23.31,3.33,1.26
10-Feb-17,23.34,3.33,1.26
13-Feb-17,23.15,3.34,1.25
14-Feb-17,23.05,3.33,1.26
15-Feb-17,22.84,3.31,1.27
16-Feb-17,23.08,3.33,1.26
17-Feb-17,23.1,3.34,1.25
20-Feb-17,23.19,3.37,1.24
21-Feb-17,23.27,3.38,1.24
22-Feb-17,23.32,3.38,1.24
23-Feb-17,23.36,3.39,1.24
27-Feb-17,23.21,3.37,1.25
28-Feb-17,23.13,3.37,1.25
1-Mar-17,23.3,3.39,1.24
2-Mar-17,23.11,3.37,1.25
3-Mar-17,23.1,3.37,1.25
6-Mar-17,23.27,3.4,1.24
7-Mar-17,23.23,3.39,1.24
8-Mar-17,23.17,3.38,1.24
9-Mar-17,23.18,3.38,1.24
10-Mar-17,23.2,3.39,1.24
14-Mar-17,23.59,3.44,1.22
15-Mar-17,23.59,3.44,1.22
16-Mar-17,23.77,3.47,1.21
17-Mar-17,23.78,3.47,1.21
20-Mar-17,23.7,3.46,1.22
21-Mar-17,23.68,3.46,1.22
22-Mar-17,23.45,3.42,1.23
23-Mar-17,23.59,3.44,1.22
24-Mar-17,23.65,3.45,1.22
27-Mar-17,23.49,3.43,1.23
28-Mar-17,23.63,3.45,1.22
29-Mar-17,23.74,3.47,1.21
30-Mar-17,23.82,3.48,1.21
31-Mar-17,23.26,3.5,1.25
3-Apr-17,23.42,3.53,1.25
5-Apr-17,23.49,3.54,1.24
6-Apr-17,23.48,3.53,1.24
7-Apr-17,23.32,3.51,1.25
10-Apr-17,23.28,3.5,1.25
11-Apr-17,23.42,3.52,1.25
12-Apr-17,23.33,3.51,1.25
13-Apr-17,23.2,3.49,1.26
17-Apr-17,23.17,3.49,1.26
18-Apr-17,23.08,3.47,1.26
19-Apr-17,23.08,3.47,1.26
20-Apr-17,23.16,3.49,1.26
21-Apr-17,23.12,3.48,1.26
24-Apr-17,23.41,3.52,1.25
25-Apr-17,23.64,3.56,1.23
26-Apr-17,23.75,3.57,1.23
27-Apr-17,23.73,3.57,1.23
28-Apr-17,23.63,3.55,1.23
2-May-17,23.66,3.56,1.23
3-May-17,23.65,3.56,1.23
4-May-17,23.77,3.58,1.23
5-May-17,23.59,3.55,1.24
8-May-17,23.66,3.56,1.23
9-May-17,23.67,3.56,1.23
10-May-17,23.89,3.59,1.22
11-May-17,23.93,3.6,1.22
12-May-17,23.88,3.59,1.22
15-May-17,23.99,3.61,1.22
16-May-17,24.16,3.63,1.21
17-May-17,25.23,3.64,1.2
18-May-17,24.91,3.6,1.22
19-May-17,24.91,3.6,1.22
22-May-17,24.94,3.61,1.22
23-May-17,24.8,3.59,1.22
24-May-17,24.73,3.58,1.23
25-May-17,24.88,3.63,1.21
26-May-17,24.32,3.62,1.19
29-May-17,24.31,3.62,1.19
30-May-17,24.36,3.63,1.19
31-May-17,24.35,3.62,1.19
1-Jun-17,24.34,3.62,1.19
2-Jun-17,24.43,3.63,1.18
5-Jun-17,24.45,3.64,1.18
6-Jun-17,24.35,3.63,1.19
7-Jun-17,24.48,3.64,1.18
8-Jun-17,24.43,3.63,1.18
9-Jun-17,24.38,3.64,1.18
12-Jun-17,24.25,3.62,1.19
13-Jun-17,24.27,3.62,1.19
14-Jun-17,24.29,3.62,1.19
15-Jun-17,24.19,3.6,1.19
16-Jun-17,24,3.56,1.11
19-Jun-17,24.37,3.58,1.1
20-Jun-17,24.36,3.58,1.1
21-Jun-17,24.31,3.57,1.11
22-Jun-17,24.49,3.57,1.11
23-Jun-17,24.37,3.54,1.11
27-Jun-17,24.21,3.52,1.12
28-Jun-17,24.15,3.51,1.12
29-Jun-17,24.19,3.52,1.12
30-Jun-17,24.23,3.52,1.12
3-Jul-17,24.47,3.56,1.11
4-Jul-17,24.47,3.56,1.11
5-Jul-17,24.53,3.57,1.11
6-Jul-17,24.62,3.58,1.1
7-Jul-17,24.6,3.58,1.1
10-Jul-17,24.87,3.62,1.09
11-Jul-17,24.91,3.62,1.09
12-Jul-17,24.98,3.63,1.09
13-Jul-17,25.17,3.66,1.08
14-Jul-17,25.12,3.66,1.08
17-Jul-17,25.17,3.67,1.08
18-Jul-17,25.1,3.56,1.06
19-Jul-17,25.28,3.53,1.01
20-Jul-17,25.22,3.52,1.01
21-Jul-17,25.32,3.53,1.01
24-Jul-17,25.45,3.55,1
25-Jul-17,25.45,3.55,1
26-Jul-17,25.57,3.57,1
27-Jul-17,25.56,3.57,1
28-Jul-17,25.56,3.49,0.96
31-Jul-17,25.69,3.51,0.95
1-Aug-17,25.75,3.52,0.95
2-Aug-17,25.63,3.51,0.95
3-Aug-17,25.5,3.49,0.96
4-Aug-17,25.61,3.56,0.96
7-Aug-17,25.67,3.56,0.96
8-Aug-17,25.5,3.53,0.97
9-Aug-17,25.31,3.51,0.97
10-Aug-17,25.06,3.47,0.98
11-Aug-17,24.8,3.43,0.99
14-Aug-17,25.02,3.46,0.98
16-Aug-17,25.28,3.49,0.97
17-Aug-17,25.3,3.5,0.97
18-Aug-17,25.1,3.46,0.97
21-Aug-17,24.99,3.44,0.97
22-Aug-17,25.25,3.44,0.97
23-Aug-17,25.45,3.47,0.96
24-Aug-17,25.47,3.46,0.95
28-Aug-17,25.61,3.48,0.94
29-Aug-17,25.31,3.44,0.95
30-Aug-17,25.54,3.47,0.94
31-Aug-17,25.62,3.49,0.94
1-Sep-17,25.99,3.51,0.93
4-Sep-17,25.83,3.48,0.94
5-Sep-17,25.97,3.5,0.94
6-Sep-17,25.88,3.49,0.94
7-Sep-17,25.89,3.49,0.94
8-Sep-17,25.9,3.47,0.94
11-Sep-17,26.11,3.5,0.93
12-Sep-17,26.26,3.51,0.93
13-Sep-17,26.23,3.51,0.93
14-Sep-17,26.25,3.51,0.93
15-Sep-17,26.24,3.51,0.94
18-Sep-17,26.42,3.53,0.94
19-Sep-17,26.4,3.53,0.94
20-Sep-17,26.39,3.53,0.94
21-Sep-17,26.34,3.52,0.94
22-Sep-17,25.95,3.47,0.95
25-Sep-17,25.71,3.43,0.96
26-Sep-17,25.71,3.43,0.96
27-Sep-17,25.36,3.39,0.98
28-Sep-17,25.44,3.4,0.97
29-Sep-17,25.43,3.35,1.17
3-Oct-17,25.61,3.37,1.16
4-Oct-17,25.75,3.39,1.15
5-Oct-17,25.69,3.38,1.15
6-Oct-17,25.92,3.41,1.14
9-Oct-17,25.95,3.41,1.14
10-Oct-17,26.02,3.42,1.14
11-Oct-17,25.94,3.41,1.14
12-Oct-17,26.22,3.45,1.13
13-Oct-17,26.41,3.47,1.12
16-Oct-17,26.55,3.46,1.12
17-Oct-17,26.52,3.46,1.12
18-Oct-17,26.44,3.45,1.12
19-Oct-17,26.28,3.43,1.12
23-Oct-17,26.37,3.44,1.12
24-Oct-17,26.42,3.45,1.12
25-Oct-17,26.63,3.48,1.11
26-Oct-17,26.73,3.49,1.1
27-Oct-17,26.67,3.49,1.11
30-Oct-17,26.77,3.5,1.1
31-Oct-17,26.38,3.49,1.08
1-Nov-17,26.49,3.52,1.07
2-Nov-17,26.63,3.52,1.07
3-Nov-17,26.87,3.53,1.07
6-Nov-17,26.74,3.53,1.07
7-Nov-17,26.48,3.49,1.08
8-Nov-17,26.37,3.48,1.08
9-Nov-17,26.31,3.48,1.08
10-Nov-17,26.35,3.48,1.08
13-Nov-17,25.99,3.45,1.09
14-Nov-17,25.89,3.44,1.09
15-Nov-17,25.72,3.41,1.1
16-Nov-17,25.96,3.45,1.09
17-Nov-17,26.14,3.46,1.08
20-Nov-17,26.18,3.47,1.08
21-Nov-17,26.2,3.48,1.08
22-Nov-17,26.4,3.48,1.08
23-Nov-17,26.48,3.49,1.08
24-Nov-17,26.59,3.5,1.07
27-Nov-17,26.61,3.5,1.07
28-Nov-17,26.53,3.49,1.07
29-Nov-17,26.51,3.49,1.07
30-Nov-17,26.16,3.45,1.11
1-Dec-17,25.9,3.41,1.12
4-Dec-17,25.91,3.42,1.12
5-Dec-17,25.89,3.41,1.12
6-Dec-17,25.7,3.39,1.13
7-Dec-17,26.01,3.43,1.12
8-Dec-17,26.26,3.46,1.11
11-Dec-17,26.43,3.48,1.1
12-Dec-17,26.22,3.45,1.11
13-Dec-17,26.1,3.44,1.11
14-Dec-17,26.25,3.46,1.11
15-Dec-17,26.46,3.48,1.1
18-Dec-17,26.6,3.5,1.09
19-Dec-17,26.79,3.53,1.09
20-Dec-17,26.75,3.52,1.09
21-Dec-17,26.74,3.52,1.09
22-Dec-17,26.86,3.54,1.08
26-Dec-17,26.96,3.55,1.08
27-Dec-17,26.85,3.54,1.08
28-Dec-17,26.82,3.53,1.08
29-Dec-17,26.92,3.55,1.08
